Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5468.391369,5334.681679,5483.816402,..,..,..,..,..,..,..
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.9741129,21.08233132,20.05812647,19.26222591,21.22852508,21.8535582,24.11178836,23.96737274,21.97681939,25.42712413
Australia,AUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.855,1.826,1.814,1.752,1.741,1.74,1.657,1.581,1.7,..
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,54465480055,63202728079,46892808568,42969505135,48198614235,60685908478,38959497520,15307363570,24834777277,67118916307
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,1316751.4,1323848.2,1330945,1340372,1340174,1340051,1340051,1340051,1340051,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1.5773E+12,1.4686E+12,1.35177E+12,1.20758E+12,1.32688E+12,1.42973E+12,1.39467E+12,1.33038E+12,1.55903E+12,1.69296E+12
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.606198447,2.607401032,2.201810153,2.779142625,2.318709387,2.906363115,2.181109106,-0.334686359,2.111830889,4.268946393
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,66090,65240,60550,54140,51530,53150,54970,53630,57240,60840
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,44790,45690,45350,46170,47090,48670,50260,52010,55570,60830
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1.5286E+12,1.53147E+12,1.44197E+12,1.3096E+12,1.26732E+12,1.32672E+12,1.39262E+12,1.37563E+12,1.47033E+12,1.58221E+12
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.03593E+12,1.07253E+12,1.07998E+12,1.11684E+12,1.15812E+12,1.21489E+12,1.27342E+12,1.33414E+12,1.42735E+12,1.58185E+12
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.86668791,26.71703043,26.25809902,25.3950725,24.09993759,24.5339187,23.26103745,22.2652648,22.75737337,23.57350632
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,18.00245691,18.9827747,19.68531481,20.60981426,18.08939302,18.13229655,21.21395407,21.4707052,22.39023042,25.60774809
Australia,AUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,94,95,95,94,94,94,93,93,96
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.27607817,21.36069688,21.53615394,21.53241596,20.71368404,21.49352029,21.63717499,20.17567286,17.72554085,19.70962031
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,7.4,..,7.4,..,7.3,..,..,..,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.1869823,25.56612354,23.68290667,22.32322404,23.4765923,24.12796119,25.27350693,25.38624951,25.41757604,27.48299454
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.163781511,1.404893098,-0.622921249,-0.655771897,3.651232809,1.878810435,3.463722736,2.113825441,3.078774164,7.123075723
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.14878049,82.3,82.4,82.44878049,82.5,82.74878049,82.9,83.2,83.3,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,31.39037738,32.50223007,29.30863306,32.19453036,34.66102967,34.44585596,35.31792694,34.77551247,38.87208969,42.63257428
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.6391802,1.773058878,1.953633592,2.088530879,2.004234077,1.895670079,1.881043454,2.010640099,1.9891227,1.898824348
Australia,AUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,107.910329,106.7765212,108.1853261,109.7343698,108.4165835,110.6519296,110.29622,105.231579,104.5172138,107.0312028
Australia,AUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.1,4,3.9,3.8,3.8,3.8,3.8,3.7,3.7,..
Australia,AUS,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,119.3090104,111.3287327,100,99.86635745,116.3947034,118.5722402,130.2261174,131.2025025,163.6917407,..
Australia,AUS,Net migration,SM.POP.NETM,214564,198120,209466,242184,244875,220307,235860,117929,117929,..
Australia,AUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2442450025,2329656677,2174651380,2056844753,2001928453,1867930551,1762645595,1196628176,936423063.2,1297839481
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.010573526,3.055814795,3.100112596,3.144935531,3.197156014,3.245344916,3.293650563,3.334526951,3.339228447,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.72115144,1.491566489,1.439216653,1.561940498,1.646827797,1.49599671,1.477490711,1.233428251,0.140895083,1.238638797
Australia,AUS,"Population, total",SP.POP.TOTL,23128129,23475686,23815995,24190907,24592588,24963258,25334826,25649248,25685412,26005540
Australia,AUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,0.5,..,0.5,..,0.5,..,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
Australia,AUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.45030554,24.35783071,24.50014864,24.84779401,24.81729338,25.80860795,26.04000324,25.24506222,25.65535657,26.17257431
Australia,AUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.8025818,105.4616013,101.6654892,101.180687,100.6376572,100.3987122,100.1996994,99.90110779,99.92915344,..
Australia,AUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,0.925260007,0.925170004,0.937539995,0.968850017,0.964070022,0.979290009,..,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,159.1107635,155.5943909,153.5761261,136.105545,144.0565643,137.4907379,135.5265656,..
Australia,AUS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Surface area (sq. km),AG.SRF.TOTL.K2,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,7741220,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.94185808,21.89292334,21.86642359,22.26179913,22.08871544,23.17720306,23.37575293,22.55751543,23.02727607,23.59866468
Australia,AUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,28.59184172,29.70879373,29.70879373,29.70879262,30.39552785,32.12041507,32.12041507
Australia,AUS,Time required to start a business (days),IC.REG.DURS,2.5,2.5,2.5,2.5,2.5,2.5,2,..,..,..
Australia,AUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.838175799,1.608455102,1.554800599,1.677390128,1.767968476,1.621636321,1.607624676,1.369184749,0.2811033,1.384425833
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,62.936,63.12,62.434,57.88,55.566,53.436,50.015,46.296,45.2,..
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.506886182,4.325610537,4.319149428,4.891353587,4.600591694,4.420399304,4.205014096,5.711485117,7.486921718,6.813181582
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1.190697315,1.148595654,1.128069246,1.171347818,1.160219043,1.174704116,1.191308956,1.186892775,..,..
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98,98.4,98.2,98.6,98.7,98.8,99.1,..,..,..
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.413446537,2.51459196,2.365360621,2.161259847,2.185486619,2.064261479,2.050770129,1.942523356,..,..
Brazil,BRA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,80.2,..,..,..,..,..,..,..,..,..
Brazil,BRA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2560.09556,2610.999282,..,..,..,..,..,..,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1456.109047,1490.425846,..,..,..,..,..,..,..,..
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.74223064,11.01194282,12.90019142,12.46667904,12.51896787,14.6349995,14.12291919,16.453552,19.56167736,20.04553686
Brazil,BRA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,4.83735E+11,5.5692E+11,5.43397E+11,5.43257E+11,5.43E+11,5.57765E+11,5.68709E+11,5.493E+11,5.71507E+11,5.78599E+11
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.748,1.767,1.777,1.709,1.736,1.749,1.703,1.649,1.641,..
Brazil,BRA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,75211029129,87713983217,64738153494,74294627801,68885491315,78162724370,69174411753,37786286307,46439071565,91502103578
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,5069631.6,5054239.8,5038848,5020821,5000916,4990514,4977985,4966196,4953913.667,..
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2.47282E+12,2.45604E+12,1.80221E+12,1.79569E+12,2.06351E+12,1.91693E+12,1.87329E+12,1.47611E+12,1.64962E+12,1.9201E+12
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.004822669,0.50395574,-3.545763393,-3.275916908,1.322869054,1.783666762,1.220777824,-3.276758796,4.988849701,2.900530615
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12750,12080,10160,8890,8670,9140,9220,7910,7850,8140
Brazil,BRA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,15320,15370,14420,13910,14210,14550,14900,14590,15750,17270
Brazil,BRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2.5711E+12,2.45701E+12,2.08425E+12,1.83999E+12,1.8085E+12,1.92005E+12,1.95307E+12,1.68636E+12,1.68342E+12,1.75319E+12
Brazil,BRA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3.09035E+12,3.12776E+12,2.95803E+12,2.87674E+12,2.96227E+12,3.05893E+12,3.15492E+12,3.11037E+12,3.37485E+12,3.71789E+12
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.69376696,20.54841077,17.41162587,14.96954697,14.6255876,15.09504163,15.51679083,16.11582061,19.42521296,18.14333578
Brazil,BRA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,11.96971682,12.37105526,14.48571488,15.9999584,14.311719,14.74391203,14.06645865,11.35004765,9.001534665,9.045782477
Brazil,BRA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,97,96,95,87,92,91,79,73,81
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.04372668,13.673463,14.05343452,12.06700304,11.8007665,14.24120388,14.76733868,15.84852654,18.61975128,19.29445451
Brazil,BRA,Income share held by lowest 20%,SI.DST.FRST.20,3.5,3.6,3.6,3.3,3.2,3.1,3.1,4.5,3.3,..
Brazil,BRA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.22480995,20.47246275,19.36004398,18.35475828,18.18850231,18.74905145,18.75462758,19.5061184,20.15020021,20.6976217
Brazil,BRA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.504564533,7.846709744,7.566175012,8.103604359,3.671384513,4.493534331,4.224258869,6.472499608,11.38406117,8.283206025
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.918,74.306,74.332,74.442,74.827,75.109,75.338,74.009,72.75,..
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,19.60620227,18.79795522,20.37728957,18.08627158,18.45603275,22.15673688,22.11560393,25.43961523,31.24987077,32.62238305
Brazil,BRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.329446084,1.330244423,1.365517154,1.347975413,1.414021668,1.469677724,1.382797246,1.326660269,1.163682111,1.053422011
Brazil,BRA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,134.3929329,137.9776265,125.6477067,117.9869738,106.1217992,99.64002652,95.38505233,96.54706819,102.48887,98.89102076
Brazil,BRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,16.7,16.3,15.9,16.7,15.4,15.2,14.9,14.7,14.4,..
Brazil,BRA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,117.1227603,113.1889184,100,102.3710937,108.2356937,106.8817981,107.0374944,107.6735522,123.230962,..
Brazil,BRA,Net migration,SM.POP.NETM,35308,24940,4764,82589,56362,67934,69186,56880,20376,..
Brazil,BRA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1155729980,914150024.4,1003190002,674630004.9,273890014.6,444980011,272500000,612530029.3,1108930054,..
Brazil,BRA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2717675069,2647908513,2896909952,2739786527,2698770651,2933489276,3213621677,3566219438,4102018148,4969231433
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,24.13476766,24.34269467,24.54950563,24.74947512,24.94633495,25.14513899,25.33851766,25.50762538,25.64281323,..
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.86834615,0.857834829,0.845992601,0.811256478,0.7922634,0.793768154,0.766107802,0.665176682,0.528590453,0.459583548
Brazil,BRA,"Population, total",SP.POP.TOTL,201721767,203459650,205188205,206859578,208504960,210166592,211782878,213196304,214326223,215313498
Brazil,BRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,3.7,3.3,3.9,4.7,5.3,5.3,5.4,1.9,5.8,..
Brazil,BRA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,..
Brazil,BRA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,3.1,..,..,..
Brazil,BRA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,28.65112223,27.37151454,29.2514316,29.67010526,27.82472985,28.58288523,29.1518761,25.6990311,27.67517124,30.10696166
Brazil,BRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.945137,110.3164597,109.1521835,108.757843,109.8085098,108.623291,107.4074707,105.4981995,103.4716797,..
Brazil,BRA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.016649961,1.018110037,1.01473999,1.008540034,1.005130053,1.006680012,1.009909987,1.006489992,..,..
